dataset,level,family,method,variant,accuracy,balanced_accuracy,precision_attack,macro_precision,macro_f1,weighted_f1,normal_recall,attack_recall,mcc,true_negative,false_positive,false_negative,true_positive,false_positive_rate,false_negative_rate,fp_per_10k_benign,fn_per_10k_attack,train_seconds,notes,encoded_feature_count
nsl_kdd,Feature groups,feature_ablation,LogReg,dst_host_behavior,0.7890347764371894,0.8087090804078916,0.947082918188863,0.8152260124213504,0.7888437905425363,0.7879643540187796,0.950777468849758,0.666640691966025,0.6239010575892356,9233,478,4278,8555,0.04922253115024199,0.3333593080339749,492.2253115024199,3333.593080339749,0.029913207996287383,10 encoded features,10
nsl_kdd,Feature groups,feature_ablation,LogReg,categorical_one_hot,0.7817157558552165,0.7962804108316572,0.9026053327905557,0.7954605528554131,0.7817100756056186,0.7818642820338335,0.9014519616929255,0.6911088599703888,0.5917403957295813,8754,957,3964,8869,0.09854803830707445,0.30889114002961116,985.4803830707446,3088.9114002961114,0.08178475000022445,83 encoded features,83
nsl_kdd,Feature groups,feature_ablation,LogReg,protocol_service_flag,0.7817157558552165,0.7962804108316572,0.9026053327905557,0.7954605528554131,0.7817100756056186,0.7818642820338335,0.9014519616929255,0.6911088599703888,0.5917403957295813,8754,957,3964,8869,0.09854803830707445,0.30889114002961116,985.4803830707446,3088.9114002961114,0.08231008300208487,83 encoded features,83
nsl_kdd,Feature groups,feature_ablation,LogReg,connection_count_rates,0.7661018452803406,0.7870124819710742,0.9313099041533547,0.796170191554181,0.7656883868796256,0.764325327611376,0.9380084440325405,0.6360165199096081,0.583110767397804,9109,602,4671,8162,0.06199155596745958,0.36398348009039194,619.9155596745958,3639.8348009039196,0.03995570799452253,9 encoded features,9
nsl_kdd,Feature groups,feature_ablation,LogReg,content_login_shell,0.7590046132008517,0.7586952998542471,0.8050288540807914,0.755212717802831,0.7561975783787335,0.7598203823120336,0.7564617444135516,0.7609288552949427,0.5138962173770915,7346,2365,3068,9765,0.24353825558644837,0.23907114470505728,2435.3825558644835,2390.7114470505726,0.054493917006766424,13 encoded features,13
nsl_kdd,Feature groups,feature_ablation,LogReg,all_features,0.7544801277501775,0.7752386805773266,0.9169332723948812,0.7841626918818954,0.7540350370601633,0.7525860556897522,0.9251364432087323,0.6253409179459207,0.5593301865012267,8984,727,4808,8025,0.07486355679126763,0.37465908205407933,748.6355679126764,3746.590820540793,0.31544583301001694,121 encoded features,121
nsl_kdd,Feature groups,feature_ablation,LogReg,numeric_only,0.748624911284599,0.7706217798482752,0.9197516401124649,0.782048864031104,0.7479401843749005,0.7461208504071738,0.9294614354855318,0.6117821242110185,0.5525524973729881,9026,685,4982,7851,0.07053856451446813,0.38821787578898154,705.3856451446813,3882.178757889815,0.1526926249935059,38 encoded features,38
nsl_kdd,Feature groups,feature_ablation,LogReg,byte_volume,0.4582594038325053,0.522515571841059,0.8514739229024944,0.6468615113543033,0.36011567518733323,0.32541132352460506,0.9865101431366492,0.058521000545468715,0.11500731993372086,9580,131,12082,751,0.013489856863350838,0.9414789994545313,134.89856863350838,9414.789994545314,0.013415541005088016,2 encoded features,2
