config,epoch,train_loss,val_loss,val_macro_f1,grad_norm,lr
dropout_0.30,10.0,0.04351621315358801,0.04380450397729874,0.9810518784197971,0.07072225308164637,0.001
dropout_0.30,11.0,0.04024679007682395,0.04111810773611069,0.9847509541755282,0.06750622589854484,0.001
dropout_0.30,12.0,0.037525628039494476,0.03892742469906807,0.9864273406532789,0.06932642041368688,0.001
dropout_0.30,13.0,0.0353124857820729,0.037016913294792175,0.9860901528477131,0.08072042702994447,0.001
batchnorm,0.0,0.269488644251164,0.1443329155445099,0.9637060187518903,0.6210069456633102,0.001
batchnorm,1.0,0.10099515065233758,0.09339700639247894,0.9712950394051123,0.2030462996756777,0.001
batchnorm,2.0,0.07345021000884949,0.07501982152462006,0.9751466571134297,0.16567571588019106,0.001
batchnorm,3.0,0.059541268749757015,0.06165463104844093,0.9761664961582741,0.17373568279312013,0.001
batchnorm,4.0,0.049545154094379,0.05117550119757652,0.9797039794653475,0.1587879144130869,0.001
batchnorm,5.0,0.04290569296225588,0.0444919690489769,0.9810407344853016,0.15735372774144438,0.001
batchnorm,6.0,0.03819408033915023,0.04098829999566078,0.9823924171798695,0.16876841732796202,0.001
batchnorm,7.0,0.034553111055271424,0.03773084655404091,0.9837330925831036,0.17864422714139552,0.001
batchnorm,8.0,0.03142644930630922,0.035000912845134735,0.9860852339772097,0.16233409671707355,0.001
batchnorm,9.0,0.02885087456633436,0.03261328488588333,0.9909544011361272,0.15463287240647255,0.001
batchnorm,10.0,0.027035868152024897,0.031184867024421692,0.992463597290814,0.1782580278021224,0.001
batchnorm,11.0,0.025749247937284885,0.02965991199016571,0.9931328572430728,0.16714201740762022,0.001
batchnorm,12.0,0.02456476343201196,0.028491320088505745,0.9927992158178566,0.26861363538402194,0.001
batchnorm,13.0,0.02306810982446087,0.028104964643716812,0.9928002044741929,0.17518412099873765,0.001
deeper_2x128_64,0.0,0.34212402032410844,0.11142899841070175,0.9675696738811447,0.32769184036457794,0.001
deeper_2x128_64,1.0,0.08113681303059801,0.0772116407752037,0.9751622259076109,0.1212268572379934,0.001
deeper_2x128_64,2.0,0.06042989497964687,0.061882391571998596,0.9768312906068009,0.10873661190271378,0.001
deeper_2x128_64,3.0,0.04738817998069398,0.04702809825539589,0.97802187416315,0.10466250587016979,0.001
deeper_2x128_64,4.0,0.03599871227398832,0.03468664735555649,0.9870982267015267,0.14896537149523167,0.001
deeper_2x128_64,5.0,0.02684565784132227,0.028516825288534164,0.9906180305369703,0.11449120962556372,0.001
deeper_2x128_64,6.0,0.02306296825012628,0.026128042489290237,0.9921300976350692,0.13450026266435358,0.001
deeper_2x128_64,7.0,0.0194949246150382,0.02500195801258087,0.9924653302636903,0.11417143593760247,0.001
deeper_2x128_64,8.0,0.018334302169449153,0.024957362562417984,0.9924625369241472,0.13011056390848566,0.001
deeper_2x128_64,9.0,0.01682563933563676,0.02487681619822979,0.9922963007952897,0.12266964449527416,0.001
deeper_2x128_64,10.0,0.015451630062245309,0.025415483862161636,0.9902805882456116,0.12766751448841804,0.0005
deeper_2x128_64,11.0,0.014274781787807637,0.022531265392899513,0.9931334997538528,0.12365159416135321,0.0005
deeper_2x128_64,12.0,0.01387410152188324,0.02229123003780842,0.9929668378590429,0.12298241931390255,0.0005
deeper_2x128_64,13.0,0.013548911727489309,0.022493550553917885,0.9929668378590429,0.11789114812904215,0.0005
weighted_cross_entropy,0.0,0.38425949849980945,0.18687114119529724,0.94010541279576,0.44071036704043126,0.001
weighted_cross_entropy,1.0,0.1320204623836152,0.11554253101348877,0.9691066136360049,0.13653471431833633,0.001
weighted_cross_entropy,2.0,0.09407967772889644,0.09571070224046707,0.9706268983590814,0.08148755418493393,0.001
weighted_cross_entropy,3.0,0.07915231672690269,0.08315381407737732,0.9706301913409469,0.07153165823918708,0.001
weighted_cross_entropy,4.0,0.06874075016759812,0.0730593129992485,0.9745075684010577,0.0653166689295718,0.001
weighted_cross_entropy,5.0,0.06057829037308693,0.06478825956583023,0.9751677157933887,0.06422663567231056,0.001
weighted_cross_entropy,6.0,0.05385074106619713,0.05759386345744133,0.9775240165946559,0.06805348966984039,0.001
weighted_cross_entropy,7.0,0.04812708889391828,0.05172126367688179,0.9793739744107042,0.06274877615431522,0.001
weighted_cross_entropy,8.0,0.04347709911142258,0.04715845361351967,0.9827357900676542,0.06124188243708712,0.001
weighted_cross_entropy,9.0,0.0396173913428124,0.0433034747838974,0.9850897292554506,0.0584290954977908,0.001
weighted_cross_entropy,10.0,0.036468542398924525,0.04012440890073776,0.9864299783111404,0.060760378758323956,0.001
weighted_cross_entropy,11.0,0.03384196159845971,0.037861455231904984,0.9877725598991722,0.05773584413877193,0.001
weighted_cross_entropy,12.0,0.03158077716510346,0.03564537689089775,0.9886108598800791,0.05966730316744206,0.001
weighted_cross_entropy,13.0,0.02965364803342109,0.033954910933971405,0.9892797990319658,0.057458976759238445,0.001
focal_loss,0.0,0.0700098639948571,0.035309355705976486,0.9600863298027438,0.14512768189640754,0.001
focal_loss,1.0,0.026868158673986474,0.025305502116680145,0.9703011156461414,0.05124864834261701,0.001
focal_loss,2.0,0.02011645080006503,0.02012528106570244,0.9724891267746889,0.03649857949386252,0.001
focal_loss,3.0,0.016174743150142914,0.016456862911581993,0.9765201287904479,0.03378558650295785,0.001
focal_loss,4.0,0.013390355664206313,0.013862312771379948,0.9797146182077396,0.02984420598504391,0.001
focal_loss,5.0,0.011478494079981713,0.012075372971594334,0.9832423935269166,0.029762680305445446,0.001
focal_loss,6.0,0.010156605521494404,0.010829261504113674,0.9860975681045383,0.03225992479302148,0.001
focal_loss,7.0,0.009040538102705428,0.009818121790885925,0.9886108598800791,0.02886025248927639,0.001
focal_loss,8.0,0.008160109428609622,0.009275106713175774,0.9891115198417004,0.02827054307736615,0.001
focal_loss,9.0,0.007459621282016977,0.008582640439271927,0.9914610946123275,0.026584177793181958,0.001
focal_loss,10.0,0.006926674717799463,0.008238598704338074,0.9917948326367733,0.027389272631324353,0.001
focal_loss,11.0,0.006524636192207641,0.007850195281207561,0.9919632012846376,0.02778716276379976,0.001
focal_loss,12.0,0.006115291847233126,0.0075300815515220165,0.9924649870974067,0.027108598282521077,0.001
focal_loss,13.0,0.005786632950556405,0.0074507384561002254,0.9926315856459269,0.025569527469416882,0.001
label_smoothing_0.05,0.0,0.4087725208794817,0.24164554476737976,0.9417135853174674,0.39301600481601473,0.001
label_smoothing_0.05,1.0,0.20542815232530554,0.19703274965286255,0.969938256706071,0.10148058165895178,0.001
label_smoothing_0.05,2.0,0.1816849594420575,0.1830310970544815,0.9716176837057318,0.06424907063867183,0.001
label_smoothing_0.05,3.0,0.1715338258667195,0.17454388737678528,0.9714505760769934,0.058831195882026184,0.001
label_smoothing_0.05,4.0,0.16485580326394833,0.1681477427482605,0.9739925024019882,0.05687085943336182,0.001
label_smoothing_0.05,5.0,0.15988191835423735,0.1632397174835205,0.975821173398455,0.05351480215470841,0.001
label_smoothing_0.05,6.0,0.155789815047954,0.1588451862335205,0.9766706754502412,0.0548401813002977,0.001
label_smoothing_0.05,7.0,0.15228514246484068,0.15539084374904633,0.9785222502775328,0.05303726258113029,0.001
label_smoothing_0.05,8.0,0.1493750347736034,0.1526762843132019,0.9808786409835133,0.052364365653471745,0.001
label_smoothing_0.05,9.0,0.1470824067896985,0.15020126104354858,0.9855870285938828,0.07311005276092823,0.001
label_smoothing_0.05,10.0,0.14502600215850991,0.1480478048324585,0.98743272282711,0.051599400831346814,0.001
label_smoothing_0.05,11.0,0.14335534008259468,0.14648288488388062,0.9887775549759525,0.054747642037716315,0.001
label_smoothing_0.05,12.0,0.14179946006612576,0.14487938582897186,0.9901166103178511,0.050739270575503086,0.001
label_smoothing_0.05,13.0,0.14045597105584245,0.14369706809520721,0.9909552576696344,0.049046879356845895,0.001
